ID,Year,QuestionNo,Category,IsCountQuestion,RandomizeChoices,Prompt,Choice1,Choice2,Choice3,Choice4,OriginalAnswer,Explanation,Source,PageImage,QuestionImage
R5-2023-033,2023,33,宅建業法,FALSE,FALSE,宅地建物取引業法第35 条に規定する重要事項の説明に関する次の記述のうち、 正しいものはどれか。,甲宅地を所有する宅地建物取引業者Ａが、乙宅地を所有する宅地建物取引業者ではない個 人Ｂと、甲宅地と乙宅地の交換契約を締結するに当たって、Ｂに対して、甲宅地に関する重 要事項の説明を行う義務はあるが、乙宅地に関する重要事項の説明を行う義務はない。,宅地の売買における当該宅地の引渡しの時期について、重要事項説明において説明しなけ ればならない。,宅地建物取引業者が売主となる宅地の売買に関し、売主が買主から受領しようとする金銭 のうち、買主への所有権移転の登記以後に受領するものに対して、宅地建物取引業法施行規 則第16 条の4 に定める保全措置を講ずるかどうかについて、重要事項説明書に記載する必 要がある。,重要事項説明書の電磁的方法による提供については、重要事項説明を受ける者から電磁的 方法でよいと口頭で依頼があった場合、改めて電磁的方法で提供することについて承諾を得 る必要はない。,1,正解は 1 です。 宅建業法35条の重要事項説明では、契約前に買主・借主が判断するために重要な事項を説明します。説明できるのは宅地建物取引士で、取引士証の提示や重要事項説明書への記名などがポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p19.jpg,q_2023_33.jpg
R5-2023-034,2023,34,宅建業法,TRUE,FALSE,"宅地建物取引業者Ａ（消費税課税事業者）は貸主Ｂから建物の貸借の媒介の依頼 を受け、宅地建物取引業者Ｃ（消費税課税事業者）は借主Ｄから建物の貸借の媒介の依頼を受 け、ＢとＤとの間で、1 か月分の借賃を12 万円（消費税等相当額を含まない。）とする賃貸借 契約（以下この問において「本件契約」という。）を成立させた場合における次の記述のうち、 宅地建物取引業法の規定に違反するものはいくつあるか。 ア 本件契約が建物を住居として貸借する契約である場合に、Ｃは、媒介の依頼を受けるに当 たってＤから承諾を得ないまま、132,000 円の報酬を受領した。 イ ＡはＢから事前に特別な広告の依頼があったので、依頼に基づく大手新聞掲載広告料金に 相当する額をＢに請求し、受領した。 ウ ＣはＤに対し、賃貸借契約書の作成費を、Ｄから限度額まで受領した媒介報酬の他に請求 して受領した。 エ 本件契約が建物を事務所として貸借する契約である場合に、報酬として、ＡはＢから 132,000 円を、ＣはＤから132,000 円をそれぞれ受領した。",一つ,二つ,三つ,四つ 18,3,正解は 3 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p19.jpg,q_2023_34.jpg
R5-2023-035,2023,35,宅建業法,FALSE,FALSE,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない買主Ｂから 宅地の買受けの申込みを受けた場合における宅地建物取引業法第37 条の2 の規定に基づくい わゆるクーリング・オフに関する次の記述のうち、正しいものはどれか。,Ａは、仮設テント張りの案内所でＢから買受けの申込みを受けた際、以後の取引について、 その取引に係る書類に関してＢから電磁的方法で提供をすることについての承諾を得た場合、 クーリング・オフについて電磁的方法で告げることができる。,Ａが、仮設テント張りの案内所でＢから買受けの申込みを受けた場合、Ｂは、クーリン グ・オフについて告げられた日から8 日以内に電磁的方法により当該申込みの撤回を申し出 れば、申込みの撤回を行うことができる。,Ａが、Ａの事務所でＢから買受けの申込みを受けた場合、Ｂは、申込みの日から8 日以内 に電磁的方法により当該申込みの撤回を申し出れば、申込みの撤回を行うことができる。,Ａが、売却の媒介を依頼している宅地建物取引業者Ｃの事務所でＢから買受けの申込みを 受けた場合、Ｂは、申込みの日から8 日以内に書面により当該申込みの撤回を申し出ても、 申込みの撤回を行うことができない。,4,正解は 4 です。 宅建業者が自ら売主となる売買で、事務所等以外の場所で申込みや契約をした場合などにクーリング・オフが問題になります。場所、書面告知、期間の確認がポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p20.jpg,q_2023_35.jpg
R5-2023-036,2023,36,宅建業法,TRUE,FALSE,次の記述のうち、宅地建物取引業者Ａが行う業務に関して宅地建物取引業法の規 定に違反するものはいくつあるか。 ア 建物の貸借の媒介に際して、賃借の申込みをした者がその撤回を申し出たので、Ａはか かった諸費用を差し引いて預り金を返還した。 イ Ａは、売主としてマンションの売買契約を締結するに際して、買主が手付として必要な額 を今すぐには用意できないと申し出たので、手付金の分割払いを買主に提案した。 ウ Ａは取引のあったつど、その年月日やその取引に係る宅地又は建物の所在及び面積その他 必要な記載事項を帳簿に漏らさず記載し、必要に応じて紙面にその内容を表示できる状態で、 電子媒体により帳簿の保存を行っている。 エ Ａはアンケート調査を装ってその目的がマンションの売買の勧誘であることを告げずに個 人宅を訪問し、マンションの売買の勧誘をした。,一つ,二つ,三つ,四つ 19,3,正解は 3 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p20.jpg,q_2023_36.jpg
R5-2023-037,2023,37,宅建業法,FALSE,FALSE,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,宅地建物取引業者は、非常勤役員には従業者であることを証する証明書を携帯させる必要 はない。,宅地建物取引業者は、その事務所ごとに従業者名簿を備えなければならないが、取引の関 係者から閲覧の請求があった場合であっても、宅地建物取引業法第45 条に規定する秘密を 守る義務を理由に、閲覧を拒むことができる。,宅地建物取引業者の従業者は、宅地の買受けの申込みをした者から請求があった場合には、 その者が宅地建物取引業者であっても、その者に従業者であることを証する証明書を提示す る必要がある。,宅地建物取引業者は、従業者名簿を最終の記載をした日から5 年間保存しなければならな い。,3,正解は 3 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p21.jpg,q_2023_37.jpg
R5-2023-038,2023,38,宅建業法,TRUE,FALSE,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはいくつあるか。 ア 宅地建物取引業者Ａが、自ら所有する複数の建物について、複数人に対し、反復継続して 賃貸する行為は、宅地建物取引業に該当しない。 イ 宅地建物取引士とは、宅地建物取引士資格試験に合格し、都道府県知事の登録を受けた者 をいう。 ウ 建設業者Ｂが、建築請負工事の受注を目的として、業として宅地の売買の媒介を行う行為 は、宅地建物取引業に該当しない。 エ 宅地建物取引士は、宅地又は建物の取引に係る事務に必要な知識及び能力の維持向上に努 めなければならない。,一つ,二つ,三つ,四つ 20,2,正解は 2 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p21.jpg,q_2023_38.jpg
R5-2023-039,2023,39,宅建業法,FALSE,FALSE,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で宅地の売買契約を締結する場合における手付金の保全措置に関する次の記述のうち、宅地 建物取引業法の規定によれば、正しいものはどれか。なお、当該契約に係る手付金は保全措置 が必要なものとする。,Ａは、Ｂから手付金を受領した後に、速やかに手付金の保全措置を講じなければならない。,Ａは、手付金の保全措置を保証保険契約を締結することにより講ずる場合、保険期間は保 証保険契約が成立した時から宅地建物取引業者が受領した手付金に係る宅地の引渡しまでの 期間とすればよい。,Ａは、手付金の保全措置を保証保険契約を締結することにより講ずる場合、保険事業者と の間において保証保険契約を締結すればよく、保険証券をＢに交付する必要はない。,Ａは、手付金の保全措置を保証委託契約を締結することにより講ずるときは、保証委託契 約に基づいて銀行等が手付金の返還債務を連帯して保証することを約する書面のＢへの交付 に代えて、Ｂの承諾を得ることなく電磁的方法により講ずることができる。,2,正解は 2 です。 手付は、解約手付・違約手付・証約手付などの性質が問題になります。宅建業者が自ら売主となる場合は、手付金等の保全措置や手付額の制限も重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p22.jpg,q_2023_39.jpg
R5-2023-040,2023,40,宅建業法,FALSE,FALSE,宅地建物取引業者Ａが、ＢからＢ所有の中古住宅の売却の依頼を受け、専任媒介 契約（専属専任媒介契約ではないものとする。）を締結した場合に関する次の記述のうち、宅 地建物取引業法（以下この問において「法」という。）の規定によれば、正しいものはどれか。,Ａは、当該中古住宅について購入の申込みがあったときは、遅滞なく、その旨をＢに報告 しなければならないが、Ｂの希望条件を満たさない申込みだとＡが判断した場合については 報告する必要はない。,Ａは、法第34 条の2 第1 項の規定に基づく書面の交付後、速やかに、Ｂに対し、法第34 条の2 第1 項第4 号に規定する建物状況調査を実施する者のあっせんの有無について確認し なければならない。,Ａは、当該中古住宅について法で規定されている事項を、契約締結の日から休業日数を含 め7 日以内に指定流通機構へ登録する義務がある。,Ａは、Ｂが他の宅地建物取引業者の媒介又は代理によって売買の契約を成立させたときの 措置を法第34 条の2 第1 項の規定に基づく書面に記載しなければならない。 21,4,正解は 4 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p22.jpg,q_2023_40.jpg
R5-2023-041,2023,41,宅建業法,FALSE,FALSE,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,甲県知事は、宅地建物取引士に対して必要な報告を求めることができるが、その対象は、 甲県知事登録の宅地建物取引士であって、適正な事務の遂行を確保するために必要な場合に 限られる。,宅地建物取引業者Ａ（甲県知事免許）で専任の宅地建物取引士として従事しているＢ（甲 県知事登録）が、勤務実態のない宅地建物取引業者Ｃ（乙県知事免許）において、自らが専 任の宅地建物取引士である旨の表示がされていることを許した場合には、乙県知事は、Ｂに 対し、必要な指示をすることができる。,宅地建物取引士が不正の手段により宅地建物取引士証の交付を受けた場合においては、そ の登録をしている都道府県知事は、情状が特に重いときは、当該宅地建物取引士の登録を消 除することができる。,都道府県知事は、宅地建物取引士に対して登録消除処分を行ったときは、適切な方法で公 告しなければならない。,2,正解は 2 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p23.jpg,q_2023_41.jpg
R5-2023-042,2023,42,宅建業法,TRUE,FALSE,宅地建物取引業法第35 条に規定する重要事項の説明に関する次の記述のうち、 誤っているものはいくつあるか。 ア 宅地建物取引士は、重要事項説明をする場合、取引の相手方から請求されなければ、宅地 建物取引士証を相手方に提示する必要はない。 イ 売主及び買主が宅地建物取引業者ではない場合、当該取引の媒介業者は、売主及び買主に 重要事項説明書を交付し、説明を行わなければならない。 ウ 宅地の売買について売主となる宅地建物取引業者は、買主が宅地建物取引業者である場合、 重要事項説明書を交付しなければならないが、説明を省略することはできる。 エ 宅地建物取引業者である売主は、宅地建物取引業者ではない買主に対して、重要事項とし て代金並びにその支払時期及び方法を説明しなければならない。,一つ,二つ,三つ,四つ 22,3,正解は 3 です。 宅建業法35条の重要事項説明では、契約前に買主・借主が判断するために重要な事項を説明します。説明できるのは宅地建物取引士で、取引士証の提示や重要事項説明書への記名などがポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p23.jpg,q_2023_42.jpg
R5-2023-043,2023,43,宅建業法,FALSE,FALSE,宅地建物取引業者Ａが媒介により宅地の売買契約を成立させた場合における宅地 建物取引業法第37 条の規定により交付すべき書面（以下この問において「37 条書面」とい う。）に関する次の記述のうち、正しいものはどれか。,Ａは、買主が宅地建物取引業者であるときは、37 条書面に移転登記の申請時期を記載し なくてもよい。,Ａは、37 条書面を売買契約成立前に、各当事者に交付しなければならない。,Ａは、37 条書面を作成したときは、専任の宅地建物取引士をして37 条書面に記名させる 必要がある。,Ａは、天災その他不可抗力による損害の負担に関する定めがあるときは、その内容を37 条書面に記載しなければならない。,4,正解は 4 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p24.jpg,q_2023_43.jpg
R5-2023-044,2023,44,宅建業法,FALSE,FALSE,宅地建物取引業保証協会（以下この問において「保証協会」という。）に関する 次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,保証協会の社員は、自らが取り扱った宅地建物取引業に係る取引の相手方から当該取引に 関する苦情について解決の申出が保証協会にあり、保証協会から関係する資料の提出を求め られたときは、正当な理由がある場合でなければ、これを拒んではならない。,保証協会は、社員がその一部の事務所を廃止したことに伴って弁済業務保証金分担金を当 該社員に返還しようとするときは、弁済業務保証金の還付請求権者に対し、一定期間内に認 証を受けるため申し出るべき旨の公告を行わなければならない。,保証協会は、宅地建物取引業者の相手方から、社員である宅地建物取引業者の取り扱った 宅地建物取引業に係る取引に関する損害の還付請求を受けたときは、直ちに弁済業務保証金 から返還しなければならない。,保証協会は、手付金等保管事業について国土交通大臣の承認を受けた場合、社員が自ら売 主となって行う宅地又は建物の売買で、宅地の造成又は建築に関する工事の完了前における 買主からの手付金等の受領について、当該事業の対象とすることができる。 23,1,正解は 1 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p24.jpg,q_2023_44.jpg
R5-2023-045,2023,45,宅建業法,FALSE,FALSE,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない買主Ｂに新 築住宅を販売する場合に関する次の記述のうち、特定住宅瑕疵担保責任の履行の確保等に関す る法律の規定によれば、正しいものはどれか。,Ａが信託会社又は金融機関の信託業務の兼営等に関する法律第1 条第1 項の認可を受けた 金融機関であって、宅地建物取引業を営むものである場合、住宅販売瑕 か 疵 し 担保保証金の供託 又は住宅販売瑕 か 疵 し 担保責任保険契約の締結を行う義務を負わない。,Ａは、住宅販売瑕 か 疵 し 担保保証金の供託をする場合、当該住宅の売買契約を締結するまでに、 Ｂに対し供託所の所在地等について、必ず書面を交付して説明しなければならず、買主の承 諾を得ても書面の交付に代えて電磁的方法により提供することはできない。,Ａは、住宅販売瑕 か 疵 し 担保保証金の供託をする場合、当該住宅の最寄りの供託所へ住宅販売 瑕 か 疵 し 担保保証金の供託をしなければならない。,ＡＢ間の売買契約において、当該住宅の構造耐力上主要な部分に瑕 か 疵 し があってもＡが瑕 か 疵 し 担保責任を負わない旨の特約があった場合においても、Ａは住宅販売瑕 か 疵 し 担保保証金の供託 又は住宅販売瑕 か 疵 し 担保責任保険契約の締結を行う義務を負う。 24,4,正解は 4 です。 契約不適合責任では、目的物が契約内容に適合しない場合に、追完請求、代金減額請求、損害賠償請求、解除が問題になります。通知期間や売主が宅建業者の場合の特約制限にも注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p25.jpg,q_2023_45.jpg
R5-2023-046,2023,46,免除科目,FALSE,FALSE,独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関す る次の記述のうち、誤っているものはどれか。,機構は、子どもを育成する家庭又は高齢者の家庭（単身の世帯を含む。）に適した良好な 居住性能及び居住環境を有する賃貸住宅の建設に必要な資金の貸付けを業務として行ってい る。,機構は、証券化支援事業（買取型）において、新築住宅に対する貸付債権のみを買取りの 対象としている。,機構は、証券化支援事業（買取型）において、ＺＥＨ（ネット・ゼロ・エネルギーハウ ス）及び省エネルギー性、耐震性、バリアフリー性、耐久性・可変性に優れた住宅を取得す る場合に、貸付金の利率を一定期間引き下げる制度を実施している。,機構は、マンション管理組合や区分所有者に対するマンション共用部分の改良に必要な資 金の貸付けを業務として行っている。,2,正解は 2 です。 住宅金融支援機構では、証券化支援事業や住宅ローンに関する制度が問われます。宅建実務ではローン説明にも関係します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p26.jpg,q_2023_46.jpg
R5-2023-047,2023,47,免除科目,FALSE,FALSE,宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表示 防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれか。,実際には取引する意思がない物件であっても実在するものであれば、当該物件を広告に掲 載しても不当表示に問われることはない。,直線距離で50 m 以内に街道が存在する場合、物件名に当該街道の名称を用いることがで きる。,物件の近隣に所在するスーパーマーケットを表示する場合は、物件からの自転車による所 要時間を明示しておくことで、徒歩による所要時間を明示する必要がなくなる。,一棟リノベーションマンションについては、一般消費者に対し、初めて購入の申込みの勧 誘を行う場合であっても、「新発売」との表示を行うことはできない。 25,2,正解は 2 です。 宅建業法では誇大広告等が禁止されています。また、未完成物件では必要な許可等を受ける前に広告や契約締結が制限される場合があります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p26.jpg,q_2023_47.jpg
R5-2023-048,2023,48,免除科目,FALSE,FALSE,次の記述のうち、誤っているものはどれか。,令和3 年度宅地建物取引業法の施行状況調査（令和4 年9 月公表）によれば、令和4 年3 月末における宅地建物取引業者の全事業者数は14 万業者を超え、8 年連続で増加した。,令和5 年地価公示（令和5 年3 月公表）によれば、令和4 年1 月以降の1 年間の地価につ いて、地方圏平均では、全用途平均、住宅地、商業地のいずれも2 年連続で上昇し、工業地 は6 年連続で上昇した。,建築着工統計調査報告（令和4 年計。令和5 年1 月公表）によれば、令和4 年の民間非居 住建築物の着工床面積は、前年と比較すると、工場及び倉庫は増加したが、事務所及び店舗 が減少したため、全体で減少となった。,年次別法人企業統計調査（令和3 年度。令和4 年9 月公表）によれば、令和3 年度におけ る不動産業の売上高営業利益率は11.1 ％と2 年連続で前年度と比べ上昇し、売上高経常利 益率も12.5 ％と2 年連続で前年度と比べ上昇した。,1,正解は 1 です。 問題文の条件を整理し、各選択肢が条文・判例・制度趣旨に合うかを一つずつ判断します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p27.jpg,q_2023_48.jpg
R5-2023-049,2023,49,免除科目,FALSE,FALSE,土地に関する次の記述のうち、最も不適当なものはどれか。,自然堤防の後背湿地側の縁は、砂が緩く堆積していて、地下水位も浅いため、地震時に液 状化被害が生じやすい地盤である。,谷底低地に軟弱層が厚く堆積している所では、地震動が凝縮されて、震動が小さくなる。,1923 年の関東地震の際には、東京の谷底低地で多くの水道管や建物が被害を受けた。,大都市の近郊の丘陵地では、丘を削り谷部に盛土し造成宅地が造られたが、盛土造成に際 しては、地下水位を下げるため排水施設を設け、締め固める等の必要がある。,2,正解は 2 です。 土地では、地形・地盤・災害リスク・道路付けなどが重要です。実務では買主の利用目的や再建築可能性にも関係します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p27.jpg,q_2023_49.jpg
R5-2023-050,2023,50,免除科目,FALSE,FALSE,建物の構造と材料に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート構造は、地震や風の力を受けても、躯 く 体の変形は比較的小さく、耐火性 にも富んでいる。,鉄筋コンクリート構造は、躯 く 体の断面が大きく、材料の質量が大きいので、建物の自重が 大きくなる。,鉄筋コンクリート構造では、鉄筋とコンクリートを一体化するには、断面が円形の棒鋼で ある丸鋼の方が表面に突起をつけた棒鋼である異形棒鋼より、優れている。,鉄筋コンクリート構造は、コンクリートが固まって所定の強度が得られるまでに日数がか かり、現場での施工も多いので、工事期間が長くなる。 受 験 番 号 ― 受 験 者 氏 名 令和5 年度問題,3,正解は 3 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和5年度宅地建物取引士資格試験 公式PDF,2023_p27.jpg,q_2023_50.jpg
R4-2022-001,2022,1,権利関係,FALSE,FALSE,次の1から4までの記述のうち、民法の規定、判例及び下記判決文によれば、正 しいものはどれか。 (判決文) 所有者中からとが不動産を買い受け、その登記が未了の間に、内が当該不動産を甲から二重 に買い受け、更に内から転得者丁が買い受けて登記を完了した場合に、たとい内が背信的悪意 者に当たるとしても、丁は、とに対する関係で丁自身が背信的悪意者と評価されるのでない限 り、当該不動産の所有権取得をもって乙に対抗することができるものと解するのが相当である。,所有者AからBが不動産を買い受け、その登記が未丁の間に、Cが当該不動産をんから二 重に買い受けて登記を完了した場合、Cは、自らが背信的悪意者に該当するときであっても、 当該不動産の所有権取得をもってBに対抗することができる。,所有者AからBが不動産を買い受け、その登記が未耳の間に、育信的悪意者ではないCが 、 当喜不動産をたから二重に買い受けた場合、先に買い受けたBは登記が未耳であっても当該 不動産の所有権取得をもってCに対抗することができる。,所有者AからBが不動産を買い受け、その登記が未耳の間に、信的悪意者であるCが当 談不動産をAから二重に買い受け、更にCから転得者Dが買い受けて登記を完了した場合、 DもBに対する関係で背信的悪意者に該当するときには、Dは当該不動産の所有権取得を もってBに対抗することができない。,所有者AからBが不動産を買い受け、その登記が未了の間に、Cが当該不動産をAから二 重に買い受け登記を完了した場合、Cが背信的悪意者に該当しなくても Bが登記未耳である ことにつき悪意であるときには、Cは当設不動産の所有権取得をもってBに対抗することが できない。 ・,3,正解は 3 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和4年度宅地建物取引士資格試験 公式PDF（OCR抽出）,2022_p03.jpg,q_2022_01.jpg
R4-2022-002,2022,2,権利関係,FALSE,FALSE,相続に関する次の記述のうち、民法の規定によれば、誤っているものはどれか。,被相続人の生前においては、相続人は、家許靖判所の許可を受けることにより、 遺留分を 放棄することができる。 -,家庭裁判所への相続放棄の申述は、被相続人の生前には行うことができない。,相続人が遺留分の放棄について家庭塚判所の許可を受けると、当該相続人は、拉相続人の 遺産を相続する権利を失う。,相続人が彼相続人の兄弟姉妹である場合、当該相続人には遺留分がない。 ーュー,3,正解は 3 です。 相続では、相続人、相続分、遺産分割、代襲相続、相続放棄、遺言の効力などを整理します。相続開始前後で権利関係がどう変わるかがポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和4年度宅地建物取引士資格試験 公式PDF（OCR抽出）,2022_p03.jpg,q_2022_02.jpg
R4-2022-003,2022,3,権利関係,FALSE,FALSE,制限行為能力者に関する次の記述のうち、民法の規定及び判例によれば、正しい ものはどれか。,成年後見人は、後見監督人がいる場合には、後見監督人の同意を得なければ、成年披後見 人の法律行為を取り消すことができない。,相続の放棄は相手方のない単独行為でもるから、成年後見人が成年被後見人に代わってこ れを行っても、利益相反行為となることはない。,成年後見人は成年被後見人の法定代理人である一方、保佐人は被保佐人の行為に対する同 意権と取消権を有するが、代理権が付与さんることはない。,令和4年4月1日からは、成年年齢が18 歳となったため、18 歳の者は、年齢を理由とす る後見人の欠格事由に該当しない。,4,正解は 4 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和4年度宅地建物取引士資格試験 公式PDF（OCR抽出）,2022_p04.jpg,q_2022_03.jpg
R4-2022-004,2022,4,権利関係,FALSE,FALSE,A所有の甲土地にBのCに対する債務を担保するためにCの抵当権 (以下この問 において「本件抵当権」 という。) が設定され、その冒の登記がなされた場合に関する次の記 述のうち、民法の規定によれば、正しいものはどれか。,Aから甲土地を買い受けたDが、Cの請求に応じてその代価を弁済したときは、本件抵当 権はDのために消滅する。,Cに対抗することができない賃貸借により甲土地を競売手続の開始前から使用するEは、 甲土地の競売における買受人Fの買受けの時から 6 か月を経遇するまでは、甲土地をFに引 き渡すことを要しない。,本件抵当権設定登記後に、甲土地上に建物が築造された場合、Cが本件抵当権の実行と して競売を申し立てるときには、皿土地とともにて建物の競売も申し立てなければならない。,BがAから甲土地を買い受けた場合、Bは抵当不動産の第三取得者として、本件抵当権に ついて、Cに対して抵当権消滅請求をすることができる。 - ー32 一,1,正解は 1 です。 契約不適合責任では、目的物が契約内容に適合しない場合に、追完請求、代金減額請求、損害賠償請求、解除が問題になります。通知期間や売主が宅建業者の場合の特約制限にも注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和4年度宅地建物取引士資格試験 公式PDF（OCR抽出）,2022_p04.jpg,q_2022_04.jpg
R4-2022-005,2022,5,権利関係,FALSE,FALSE,期間の計算に関する次の記述のうち、民法の規定によれば、正しいもゃのはどれか。 なお、明記された日付は、日曜日、国民の祝日に関する法律に規定する休日その他の休日には 当たらないものとする。,令和4年10月17日午前10 時に、引渡日を契約締結日から 1 年後とする不動産の売買契 約を締結した場合、令和 5 年 10 月16 日が引渡日である。,令和4年8月31日午前 10 時に、弁済期限を契約締結日から1 か月後とする金銭消費貸借 契約を締結した場合、令和 4年 9 月 30 日の終了をもって郁済期限となる。,期間の末日が日曜日、国民の祝日に関する法律に規定する休日その他の体日に当たるとき は、その日に取引をしない慣習がある場合に限り、期間はその前日に満了する。,令和4年5月 30日午前 10 時に、代金の支払期限を契約締結日から 1 か月後とする動産の 売買契約を締結した場合、令和 4年7月1日の終耳をもって支払期限となる。,2,正解は 2 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和4年度宅地建物取引士資格試験 公式PDF（OCR抽出）,2022_p05.jpg,q_2022_05.jpg
